Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.calcite.rel.mutable.MutableFilter.equals,3,6,0,6,1,4,0,3,1,2,1,1,1,0,1,17.0,23.0,9.600000000000001,94.01164534875782,3753.600000000001,0.0805089332489853,1,0,0,0,0,0,0.5,0.0,0.0,0.0,1,1,0,1,0.16666666666666666,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableFilter.hashCode,2,3,0,3,1,1,0,2,1,2,1,1,1,0,0,8.0,8.0,2.5,24.0,160.0,0.009824083996374362,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableJoin.equals,6,10,0,10,1,8,0,4,1,2,1,1,1,0,1,25.0,42.0,13.333333333333334,195.04195997053841,14000.0,0.19362619111879006,1,0,0,0,0,0,0.5,0.0,0.0,0.0,1,1,0,1,0.1,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableJoin.hashCode,5,3,0,3,1,1,0,2,1,2,1,1,1,0,0,11.0,14.0,2.5,48.43204266092217,385.0,0.017640838806854173,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableScan.equals,3,6,0,6,1,4,0,4,1,2,1,1,1,0,1,17.0,25.0,9.75,102.1865710312585,4143.75,0.08599524585371139,1,0,0,0,0,0,0.5,0.0,0.0,0.0,1,1,0,1,0.16666666666666666,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableScan.hashCode,2,3,0,3,1,1,0,4,1,2,1,1,1,0,0,7.0,9.0,3.0,25.26619429851844,189.0,0.010977917130068912,2,0,0,0,0,0,1.0,0.0,0.0,0,1,1,1,2,0.3333333333333333,0.3333333333333333,1.0,2.0,1,bug-prone
org.apache.calcite.rel.mutable.MutableTableFunctionScan.equals,6,11,0,11,1,9,0,5,1,2,1,1,1,0,1,25.0,42.0,13.333333333333334,195.04195997053841,14000.0,0.19362619111879006,1,0,0,0,0,0,0.5,0.0,0.0,0.0,1,1,0,1,0.09090909090909091,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.RelCollationImpl.toString,4,23,0,20,4,14,3,12,6,14,4,10,5,2,0,36.0,98.0,31.2,506.6526501413466,110073.59999999999,0.765598121083035,0,1,0,0,0,0,0.0,0.05,0.0,0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.RelCollations.of,3,9,0,6,3,4,3,6,1,3,2,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,not bug-prone
org.apache.calcite.rel.RelCollations.createSingleton,6,6,0,3,1,1,3,3,1,2,1,1,1,0,1,8.0,10.0,3.333333333333333,30.0,266.66666666666663,0.013809922248683814,2,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1,1,2,0.3333333333333333,0.3333333333333333,1.0,2.0,1,bug-prone
org.apache.calcite.rel.RelCollationTraitDef.convert,3,21,1,16,8,8,4,9,3,9,4,5,3,1,4,32.0,80.0,33.22222222222222,400.0,85048.88888888889,0.6446507734689998,4,1,1,0,0,0,0.4444444444444444,0.047619047619047616,0.047619047619047616,0.0,2,1,3,4,0.047619047619047616,0.14285714285714285,0.3333333333333333,2.0,1,bug-prone
org.apache.calcite.rel.RelCollationTraitDef.canConvert,0,4,0,4,2,1,0,1,1,2,1,1,1,0,3,9.0,11.0,2.5,34.86917501586544,247.5,0.013140005513736855,6,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3,3,6,0.75,0.75,1.0,2.0,3,bug-prone
org.apache.calcite.rel.RelDistributions.of,7,4,0,4,2,2,0,3,1,3,2,1,1,0,2,16.0,22.0,10.5,88.0,3696.0,0.07968319150527547,3,0,0,0,0,0,1.0,0.0,0.0,0.0,1,2,1,3,0.5,0.25,2.0,3.0,1,not bug-prone
org.apache.calcite.rel.RelFieldCollation.copy,1,3,0,3,1,1,0,2,1,2,1,1,1,0,1,6.0,7.0,3.0,18.094737505048094,126.0,0.008377718728240054,4,0,0,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.calcite.rel.RelFieldCollation.shift,3,7,0,3,1,1,4,2,1,2,1,1,1,0,1,8.0,9.0,3.333333333333333,27.0,239.99999999999997,0.012873191794741726,1,0,0,0,0,0,0.5,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.calcite.rel.RelFieldCollation.toString,5,12,0,12,2,8,0,8,3,8,2,6,3,1,0,25.0,60.0,21.857142857142854,278.63137138648347,32785.71428571428,0.3414563381253406,8,0,0,0,0,0,1.0,0.0,0.0,0,1,7,1,8,0.5833333333333334,0.08333333333333333,7.0,8.0,1,not bug-prone
org.apache.calcite.rel.RelFieldCollation.shortString,8,13,0,13,1,9,0,2,4,7,1,6,4,1,0,19.0,40.0,11.916666666666666,169.9171005377434,9056.666666666666,0.14482971222606628,2,0,0,0,0,0,0.2857142857142857,0.0,0.0,0,1,3,0,3,0.23076923076923078,0.0,0,3.0,1,not bug-prone
org.apache.calcite.rel.RelHomogeneousShuttle.visit,1,3,0,3,1,1,0,2,1,2,1,1,1,0,1,7.0,9.0,3.75,25.26619429851844,236.25,0.012738744391813576,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.RelShuttleImpl.visit,3,3,0,3,1,1,0,2,1,2,1,1,1,0,1,6.0,7.0,3.0,18.094737505048094,126.0,0.008377718728240054,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.calcite.rel.rules.AggregateExpandDistinctAggregatesRule.onMatch,13,140,13,102,34,85,29,44,28,61,27,34,10,2,1,24.0,40.0,15.0,183.39850002884629,14400.0,0.19729696594643753,4,1,0,0,0,0,0.06557377049180328,0.007142857142857143,0.0,0.0,1,3,1,4,0.02142857142857143,0.007142857142857143,3.0,4.0,1,not bug-prone
org.apache.calcite.rel.rules.AggregateFilterTransposeRule.onMatch,6,82,1,71,32,51,10,37,34,45,25,20,10,4,1,51.0,122.0,40.46875,692.0358917205225,251796.5625,1.3291641218925414,16,6,2,0,0,0,0.35555555555555557,0.07317073170731707,0.024390243902439025,0.0,5,22,1,23,0.2682926829268293,0.012195121951219513,22.0,4.6,3,bug-prone
org.apache.calcite.rel.rules.AggregateProjectPullUpConstantsRule.onMatch,3,93,8,69,22,51,17,50,125,52,23,29,13,4,1,110.0,409.0,175.22222222222223,2773.576122831586,7883247.777777778,13.203291043459693,3,0,0,0,0,0,0.057692307692307696,0.0,0.0,0.0,1,3,0,3,0.03225806451612903,0.0,0,3.0,1,not bug-prone
