Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.cassandra.service.StorageService.stringify,7,9,0,9,2,4,0,4,2,6,3,3,2,1,1,19.0,28.0,18.666666666666668,118.94197037642039,9930.666666666668,0.1540036503346325,15,2,0,0,5,0,2.5,0.2222222222222222,0.0,5.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.service.StorageService.getCurrentGenerationNumber,1,4,0,4,1,1,0,3,1,2,1,1,1,0,0,8.0,9.0,3.0,27.0,216.0,0.011999999999999997,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.25,0.0,0,1.0,1,not bug-prone
org.apache.cassandra.service.StorageService.takeSnapshot,8,36,4,24,3,16,8,7,72,20,6,14,8,2,2,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,0,2,0,1.1,0.25,0.25,1.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.service.StorageService.forceTerminateAllRepairSessions,1,4,0,4,1,1,0,1,1,2,1,1,1,0,0,5.0,5.0,2.0,11.60964047443681,50.0,0.004524029360991511,1,0,0,0,0,0,0.5,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.service.StorageService.getPrimaryRangesForEndpoint,10,23,0,13,5,8,10,13,3,10,6,4,3,2,2,42.0,83.0,38.4,447.56234609063716,133862.4,0.8722704298293776,9,0,0,0,1,0,0.9,0.0,0.0,0.5,1,8,1,9,0.6153846153846154,0.07692307692307693,8.0,9.0,1,bug-prone
org.apache.cassandra.service.StorageService.getRangesForEndpoint,4,9,0,4,1,1,5,5,1,2,1,1,1,0,2,13.0,18.0,8.333333333333334,66.60791492653966,1950.0,0.05202776295241813,3,0,0,0,0,0,1.5,0.0,0.0,0.0,3,3,0,3,0.75,0.0,0,1.0,2,bug-prone
org.apache.cassandra.service.StorageService.getAllRanges,4,25,2,17,5,12,6,11,6,15,6,9,4,1,1,40.0,115.0,42.0,612.0217309120467,193200.0,1.1139956457742999,35,1,0,0,5,0,2.3333333333333335,0.05263157894736842,0.0,5.0,5,8,3,11,0.42105263157894735,0.15789473684210525,2.6666666666666665,2.2,1,bug-prone
org.apache.cassandra.service.StorageService.getNaturalEndpoints,4,4,0,4,1,1,0,3,1,2,1,1,1,0,2,12.0,16.0,7.5,57.359400011538504,1440.0,0.04250634276730443,15,0,0,0,8,0,7.5,0.0,0.0,4.0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.cassandra.service.StorageService.getSplits,7,16,0,15,7,10,1,10,2,13,8,5,2,1,4,48.0,107.0,37.0,597.5909875771638,190032.0,1.10178427922865,87,4,7,3,7,0,6.6923076923076925,0.25,0.4375,1.75,3,8,14,22,0.5,0.875,0.5714285714285714,7.333333333333333,1,bug-prone
org.apache.cassandra.service.StorageService.startLeaving,6,9,0,6,1,3,3,6,1,4,1,3,1,0,0,17.0,25.0,5.0,102.1865710312585,2125.0,0.05509574182048286,12,0,0,0,0,0,3.0,0.0,0.0,0,10,7,1,8,1.1666666666666667,0.16666666666666666,7.0,0.8,3,bug-prone
